<<<<<<< HEAD
apps/erpnext/erpnext/hub_node/page/hub/hub_body.html +18,No more results.,Nincs több eredményt.
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +34,Legal,Jogi
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +174,Actual type tax cannot be included in Item rate in row {0},Tényleges adó típust nem lehet hozzárendelni a Tétel árához a {0} sorban
DocType: Bank Guarantee,Customer,Vevő
DocType: Purchase Receipt Item,Required By,Által előírt
DocType: Delivery Note,Return Against Delivery Note,Szállítólevél ellenszámlája
DocType: Purchase Order,% Billed,% számlázva
apps/erpnext/erpnext/controllers/sales_and_purchase_return.py +43,Exchange Rate must be same as {0} {1} ({2}),Az Átváltási aránynak ugyanannak kell lennie mint {0} {1} ({2})
DocType: Sales Invoice,Customer Name,Vevő neve
DocType: Vehicle,Natural Gas,Földgáz
apps/erpnext/erpnext/setup/setup_wizard/setup_wizard.py +127,Bank account cannot be named as {0},A bankszámlát nem nevezhetjük mint {0}
DocType: Account,Heads (or groups) against which Accounting Entries are made and balances are maintained.,"Vezetők (vagy csoportok), amely ellen könyvelési tételek készültek és egyenelegeit tartják karban."
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +196,Outstanding for {0} cannot be less than zero ({1}),"Fennálló, kintlévő összeg erre: {0} nem lehet kevesebb, mint nulla ({1})"
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +357,There are no submitted Salary Slips to process.,Nincsenek benyújtott fizetéscsúszások feldolgozásra.
DocType: Manufacturing Settings,Default 10 mins,Alapértelmezett 10 perc
DocType: Leave Type,Leave Type Name,Távollét típus neve
apps/erpnext/erpnext/templates/pages/projects.js +62,Show open,Mutassa nyitva
apps/erpnext/erpnext/setup/doctype/naming_series/naming_series.py +151,Series Updated Successfully,Sorozat sikeresen frissítve
apps/erpnext/erpnext/templates/includes/cart/cart_dropdown.html +18,Checkout,Kijelentkezés
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.py +175,Accural Journal Entry Submitted,Accural Naplókönyvelés Beküldte
DocType: Pricing Rule,Apply On,Alkalmazza ezen
DocType: Item Price,Multiple Item prices.,Több tétel ár.
,Purchase Order Items To Be Received,Beszerzési megrendelés tételek beérkezett
DocType: SMS Center,All Supplier Contact,Összes beszállítói Kapcsolat
DocType: Support Settings,Support Settings,Támogatás beállítások
apps/erpnext/erpnext/projects/doctype/project/project.py +65,Expected End Date can not be less than Expected Start Date,"Várható befejezés dátuma nem lehet előbb, mint várható kezdési időpontja"
apps/erpnext/erpnext/utilities/transaction_base.py +110,Row #{0}: Rate must be same as {1}: {2} ({3} / {4}) ,Sor # {0}: Árnak eggyeznie kell {1}: {2} ({3} / {4})
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +282,New Leave Application,Új távollét igény
,Batch Item Expiry Status,Kötegelt tétel Lejárat állapota
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +175,Bank Draft,Bank tervezet
DocType: Mode of Payment Account,Mode of Payment Account,Fizetési számla módja
apps/erpnext/erpnext/stock/doctype/item/item.js +56,Show Variants,Mutassa a változatokat
DocType: Academic Term,Academic Term,Akadémia szemeszter
apps/erpnext/erpnext/projects/doctype/project/project_dashboard.py +14,Material,Anyag
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +670,Quantity,Mennyiség
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +546,Accounts table cannot be blank.,Számlák tábla nem lehet üres.
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +154,Loans (Liabilities),Hitelek (kötelezettségek)
DocType: Employee Education,Year of Passing,Elmúlt Év
DocType: Item,Country of Origin,Származási ország
apps/erpnext/erpnext/templates/includes/product_page.js +24,In Stock,Készletben
apps/erpnext/erpnext/setup/doctype/email_digest/templates/default.html +46,Open Issues,"Nyitott Problémák, Ügyek"
DocType: Production Plan Item,Production Plan Item,Gyártási terv tétele
apps/erpnext/erpnext/hr/doctype/employee/employee.py +144,User {0} is already assigned to Employee {1},Felhasználó {0} már hozzá van rendelve ehhez az Alkalmazotthoz {1}
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +31,Health Care,Egészségügyi ellátás
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +65,Delay in payment (Days),Fizetési késedelem (napok)
apps/erpnext/erpnext/hr/report/vehicle_expenses/vehicle_expenses.py +26,Service Expense,Szolgáltatás költsége
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +870,Serial Number: {0} is already referenced in Sales Invoice: {1},Sorozat szám: {0} már hivatkozott ezen az Értékesítési számlán: {1}
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +824,Invoice,Számla
DocType: Maintenance Schedule Item,Periodicity,Időszakosság
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +21,Fiscal Year {0} is required,Pénzügyi év {0} szükséges
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +21,Defense,Védelem
DocType: Salary Component,Abbr,Röv.
DocType: Appraisal Goal,Score (0-5),Pontszám (0-5)
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +225,Row {0}: {1} {2} does not match with {3},Row {0}: {1} {2} nem egyezik a {3}
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +75,Row # {0}:,Row # {0}:
DocType: Timesheet,Total Costing Amount,Összes Költség összege
DocType: Delivery Note,Vehicle No,Jármű sz.
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +157,Please select Price List,"Kérjük, válasszon árjegyzéket"
apps/erpnext/erpnext/accounts/doctype/bank_reconciliation/bank_reconciliation.py +78,Row #{0}: Payment document is required to complete the trasaction,Sor # {0}: Fizetési dokumentum szükséges a teljes trasaction
DocType: Production Order Operation,Work In Progress,Dolgozunk rajta
apps/erpnext/erpnext/schools/report/absent_student_report/absent_student_report.py +13,Please select date,"Kérjük, válasszon dátumot"
DocType: Employee,Holiday List,Szabadnapok listája
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +118,Accountant,Könyvelő
DocType: Cost Center,Stock User,Készlet Felhasználó
DocType: Company,Phone No,Telefonszám
apps/erpnext/erpnext/schools/doctype/course_scheduling_tool/course_scheduling_tool.py +50,Course Schedules created:,Tanfolyam Menetrendek létrehozva:
apps/erpnext/erpnext/subscription/doctype/subscription/subscription.py +175,New {0}: #{1},Új {0}: # {1}
,Sales Partners Commission,Vevő partner jutaléka
apps/erpnext/erpnext/setup/doctype/company/company.py +45,Abbreviation cannot have more than 5 characters,"Rövidítés nem lehet több, mint 5 karakter"
DocType: Payment Request,Payment Request,Fizetési kérelem
DocType: Asset,Value After Depreciation,Eszközök értékcsökkenés utáni
DocType: Employee,O+,ALK+
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt_dashboard.py +18,Related,Kapcsolódó
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +43,Attendance date can not be less than employee's joining date,"Részvétel dátuma nem lehet kisebb, mint a munkavállaló belépési dátuma"
DocType: Grading Scale,Grading Scale Name,Osztályozás időszak neve
DocType: Subscription,Repeat on Day,Ismételje meg a napot
apps/erpnext/erpnext/accounts/doctype/account/account.js +41,This is a root account and cannot be edited.,Ez egy root fiók és nem lehet szerkeszteni.
DocType: Sales Invoice,Company Address,Vállalkozás címe
DocType: BOM,Operations,Műveletek
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +38,Cannot set authorization on basis of Discount for {0},Nem lehet beállítani engedélyt a kedvezmény alapján erre: {0}
DocType: Rename Tool,"Attach .csv file with two columns, one for the old name and one for the new name","Mellékeljen .csv fájlt két oszloppal, egyik a régi névvel, a másik az új névvel"
apps/erpnext/erpnext/accounts/utils.py +73,{0} {1} not in any active Fiscal Year.,{0} {1} egyik aktív pénzügyi évben sem.
DocType: Packed Item,Parent Detail docname,Szülő Részlet docname
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +69,"Reference: {0}, Item Code: {1} and Customer: {2}","Referencia: {0}, pont kód: {1} és az ügyfél: {2}"
apps/erpnext/erpnext/utilities/user_progress.py +100,Kg,Kg
DocType: Student Log,Log,Napló
apps/erpnext/erpnext/config/hr.py +45,Opening for a Job.,Nyitott állások.
DocType: Item Attribute,Increment,Növekmény
apps/erpnext/erpnext/public/js/stock_analytics.js +61,Select Warehouse...,Válasszon Raktárat...
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +6,Advertising,Reklám
apps/erpnext/erpnext/accounts/doctype/mode_of_payment/mode_of_payment.py +22,Same Company is entered more than once,Ugyanez a vállalat szerepel többször
DocType: Employee,Married,Házas
apps/erpnext/erpnext/accounts/party.py +44,Not permitted for {0},Nem engedélyezett erre {0}
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +568,Get items from,Tételeket kér le innen
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +455,Stock cannot be updated against Delivery Note {0},Készlet nem frissíthető ezzel a szállítólevéllel {0}
apps/erpnext/erpnext/templates/pages/home.py +25,Product {0},Gyártmány {0}
apps/erpnext/erpnext/templates/generators/item_group.html +43,No items listed,Nincsenek listázott elemek
DocType: Payment Reconciliation,Reconcile,Összeegyeztetni
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +30,Grocery,Élelmiszerbolt
DocType: Quality Inspection Reading,Reading 1,Olvasás 1
DocType: Process Payroll,Make Bank Entry,Banki bejegyzés generálás
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +40,Pension Funds,Nyugdíjpénztárak
apps/erpnext/erpnext/accounts/doctype/asset/asset.py +88,Next Depreciation Date cannot be before Purchase Date,Következő értékcsökkenés dátuma nem lehet korábbi a vásárlás dátumánál
DocType: SMS Center,All Sales Person,Összes értékesítő
DocType: Monthly Distribution,**Monthly Distribution** helps you distribute the Budget/Target across months if you have seasonality in your business.,"* Havi Felbontás** segít felbontani a Költségvetést / Célt a hónapok között, ha vállalkozásod szezonális."
apps/erpnext/erpnext/accounts/page/pos/pos.js +1700,Not items found,Nem talált tételeket
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +181,Salary Structure Missing,Bérrendszer Hiányzó
DocType: Lead,Person Name,Személy neve
DocType: Sales Invoice Item,Sales Invoice Item,Kimenő értékesítési számla tételei
DocType: Account,Credit,Tőlünk követelés
DocType: POS Profile,Write Off Cost Center,Leíró Költséghely
apps/erpnext/erpnext/public/js/setup_wizard.js +109,"e.g. ""Primary School"" or ""University""","pl. ""általános iskola"" vagy ""egyetem"""
apps/erpnext/erpnext/config/stock.py +32,Stock Reports,Készlet jelentések
DocType: Warehouse,Warehouse Detail,Raktár részletek
apps/erpnext/erpnext/selling/doctype/customer/customer.py +164,Credit limit has been crossed for customer {0} {1}/{2},Hitelkeretet már átlépte az ügyfél {0} {1}/{2}
apps/erpnext/erpnext/schools/doctype/academic_term/academic_term.py +33,The Term End Date cannot be later than the Year End Date of the Academic Year to which the term is linked (Academic Year {}). Please correct the dates and try again.,"A feltétel végső dátuma nem lehet későbbi, mint a tanév év végi időpontja, amelyhez a kifejezés kapcsolódik (Tanév {}). Kérjük javítsa ki a dátumot, és próbálja újra."
apps/erpnext/erpnext/stock/doctype/item/item.py +467,"""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item","""Ez tárgyi eszköz"" nem lehet kijelöletlen, mert Tárgyi eszköz rekord bejegyzés létezik ellen tételként"
DocType: Vehicle Service,Brake Oil,Fékolaj
DocType: Tax Rule,Tax Type,Adónem
apps/erpnext/erpnext/controllers/taxes_and_totals.py +552,Taxable Amount,Adóalap
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +160,You are not authorized to add or update entries before {0},Nincs engedélye bejegyzés hozzáadására és frissítésére előbb mint: {0}
DocType: BOM,Item Image (if not slideshow),Tétel Kép (ha nem slideshow)
apps/erpnext/erpnext/setup/doctype/customer_group/customer_group.py +20,An Customer exists with same name,Az Ügyfél már létezik ezen a néven
DocType: Production Order Operation,(Hour Rate / 60) * Actual Operation Time,(Óra érték / 60) * aktuális üzemidő
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +1040,Row #{0}: Reference Document Type must be one of Expense Claim or Journal Entry,Sor {{0} sor: A referencia dokumentum típusának az Expense Claim vagy Journal Entry bejegyzések egyikének kell lennie
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +913,Select BOM,Válasszon Anyagj
DocType: SMS Log,SMS Log,SMS napló
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +27,Cost of Delivered Items,Költségét a szállított tételeken
apps/erpnext/erpnext/hr/doctype/holiday_list/holiday_list.py +38,The holiday on {0} is not between From Date and To Date,Ez az ünnep: {0} nincs az induló és a végső dátum közt
DocType: Student Log,Student Log,Tanuló Belépés
DocType: Quality Inspection,Get Specification Details,Részletek lekérdezése
apps/erpnext/erpnext/config/buying.py +165,Templates of supplier standings.,A beszállító állományok sablonjai.
DocType: Lead,Interested,Érdekelt
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +171,Opening,Megnyitott
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +28,From {0} to {1},Feladó {0} {1}
DocType: Item,Copy From Item Group,Másolás tétel csoportból
DocType: Journal Entry,Opening Entry,Kezdő könyvelési tétel
apps/erpnext/erpnext/accounts/doctype/cheque_print_template/cheque_print_template.js +25,Account Pay Only,Számla csak fizetésre
DocType: Employee Loan,Repay Over Number of Periods,Törleszteni megadott számú időszakon belül
DocType: Stock Entry,Additional Costs,További költségek
apps/erpnext/erpnext/accounts/doctype/account/account.py +141,Account with existing transaction can not be converted to group.,Meglévő tranzakcióval rendelkező számla nem konvertálható csoporttá.
DocType: Lead,Product Enquiry,Gyártmány igénylés
DocType: Academic Term,Schools,Iskolák
DocType: School Settings,Validate Batch for Students in Student Group,Érvényesítse a köteget a Diák csoportban lévő diák számára
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +35,No leave record found for employee {0} for {1},Nem talál távollét bejegyzést erre a munkavállalóra {0} erre {1}
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js +23,Please enter company first,"Kérjük, adja meg először céget"
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.js +358,Please select Company first,"Kérjük, válasszon Vállalkozást először"
DocType: Employee Education,Under Graduate,Diplomázás alatt
apps/erpnext/erpnext/selling/report/sales_person_target_variance_item_group_wise/sales_person_target_variance_item_group_wise.js +27,Target On,Cél ezen
DocType: BOM,Total Cost,Összköltség
DocType: Journal Entry Account,Employee Loan,Alkalmazotti hitel
apps/erpnext/erpnext/hr/doctype/process_payroll/process_payroll.js +108,Activity Log:,Tevékenység napló:
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +250,Item {0} does not exist in the system or has expired,"Tétel: {0} ,nem létezik a rendszerben, vagy lejárt"
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +44,Real Estate,Ingatlan
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.html +1,Statement of Account,Főkönyvi számla kivonata
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +41,Pharmaceuticals,Gyógyszeriparok
DocType: Purchase Invoice Item,Is Fixed Asset,Ez állóeszköz
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +234,"Available qty is {0}, you need {1}","Elérhető mennyiség: {0}, ennyi az igény: {1}"
DocType: Expense Claim Detail,Claim Amount,Garanciális igény összege
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py +51,Duplicate customer group found in the cutomer group table,Ismétlődő vevői csoport található a Vevő csoport táblázatában
apps/erpnext/erpnext/buying/page/purchase_analytics/purchase_analytics.js +31,Supplier Type / Supplier,Beszállító típus / Beszállító
DocType: Naming Series,Prefix,Előtag
apps/erpnext/erpnext/hr/email_alert/training_scheduled/training_scheduled.html +7,Event Location,Esemény helye
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +59,Consumable,Fogyóeszközök
DocType: Employee,B-,B-
DocType: Upload Attendance,Import Log,Importálás naplója
DocType: Production Planning Tool,Pull Material Request of type Manufacture based on the above criteria,Gyártási típusú anyag igénylés kivétele a fenti kritériumok alapján
DocType: Training Result Employee,Grade,Osztály
DocType: Sales Invoice Item,Delivered By Supplier,Beszállító által szállított
DocType: SMS Center,All Contact,Összes Kapcsolattartó
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +901,Production Order already created for all items with BOM,Gyártási rendelés már létrehozott valamennyi tételre egy Anyagjegyzékkel
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +215,Annual Salary,Éves Munkabér
DocType: Daily Work Summary,Daily Work Summary,Napi munka összefoglalása
DocType: Period Closing Voucher,Closing Fiscal Year,Pénzügyi év záró
apps/erpnext/erpnext/accounts/party.py +357,{0} {1} is frozen,{0} {1} fagyasztott
apps/erpnext/erpnext/setup/doctype/company/company.py +136,Please select Existing Company for creating Chart of Accounts,"Kérjük, válassza ki, meglévő vállakozást a számlatükör létrehozásához"
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +80,Stock Expenses,Készlet költségek
apps/erpnext/erpnext/stock/doctype/batch/batch.js +91,Select Target Warehouse,Cél Raktár kiválasztása
apps/erpnext/erpnext/hr/doctype/employee/employee.js +80,Please enter Preferred Contact Email,"Kérjük, adja meg a preferált kapcsolati Email-t"
DocType: Program Enrollment,School Bus,Iskolabusz
DocType: Journal Entry,Contra Entry,Ellen jegyzés
DocType: Journal Entry Account,Credit in Company Currency,Követelés a vállalkozás pénznemében
DocType: Delivery Note,Installation Status,Telepítés állapota
apps/erpnext/erpnext/schools/doctype/student_attendance_tool/student_attendance_tool.js +135,"Do you want to update attendance?<br>Present: {0}\
					<br>Absent: {1}",Szeretné frissíteni részvétel? <br> Jelen: {0} \ <br> Hiányzik: {1}
apps/erpnext/erpnext/controllers/buying_controller.py +323,Accepted + Rejected Qty must be equal to Received quantity for Item {0},Elfogadott + Elutasított Mennyiségnek meg kell egyeznie a {0} tétel beérkezett mennyiségével
DocType: Request for Quotation,RFQ-,AJK-
DocType: Item,Supply Raw Materials for Purchase,Nyersanyagok beszállítása beszerzéshez
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +148,At least one mode of payment is required for POS invoice.,Legalább egy fizetési mód szükséges POS számlára.
DocType: Products Settings,Show Products as a List,Megmutatása a tételeket listában
DocType: Upload Attendance,"Download the Template, fill appropriate data and attach the modified file.
All dates and employee combination in the selected period will come in the template, with existing attendance records","Töltse le a sablont, töltse ki a megfelelő adatokat és csatolja a módosított fájlt. Minden időpont és alkalmazott kombináció a kiválasztott időszakban bekerül a sablonba, a meglévő jelenléti ívekkel együtt"
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +482,Item {0} is not active or end of life has been reached,"Tétel: {0}, nem aktív, vagy elhasználódott"
apps/erpnext/erpnext/utilities/user_progress.py +144,Example: Basic Mathematics,Példa: Matematika alapjai
apps/erpnext/erpnext/controllers/accounts_controller.py +657,"To include tax in row {0} in Item rate, taxes in rows {1} must also be included","A tétel adójának beillesztéséhez ebbe a sorba: {0}, az ebben a sorban {1} lévő adókat is muszály hozzávenni"
apps/erpnext/erpnext/config/hr.py +214,Settings for HR Module,Beállítások a HR munkaügy modulhoz
DocType: SMS Center,SMS Center,SMS Központ
DocType: Sales Invoice,Change Amount,Váltópénz összeg
DocType: BOM Update Tool,New BOM,Új Anyagjegyzék
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +117,Please enter Delivery Date,"Kérjük, adja meg a szállítási határidőt"
DocType: Depreciation Schedule,Make Depreciation Entry,ÉCS bejegyzés generálás
DocType: Appraisal Template Goal,KRA,TÉSABL
DocType: Lead,Request Type,Kérés típusa
apps/erpnext/erpnext/hr/doctype/offer_letter/offer_letter.js +17,Make Employee,Alkalmazot létrehozás
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +14,Broadcasting,Műsorszolgáltatás
apps/erpnext/erpnext/patches/v8_9/add_setup_progress_actions.py +26,Add Rooms,Hely hozzáadása
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +182,Execution,Végrehajtás
apps/erpnext/erpnext/config/manufacturing.py +62,Details of the operations carried out.,Részletek az elvégzett műveletekethez.
DocType: Serial No,Maintenance Status,Karbantartás állapota
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +56,{0} {1}: Supplier is required against Payable account {2},{0} {1}: Beszállító kötelező a fizetendő számlához {2}
apps/erpnext/erpnext/config/selling.py +52,Items and Pricing,Tételek és árak
apps/erpnext/erpnext/projects/doctype/project/project_dashboard.html +2,Total hours: {0},Összesen az órák: {0}
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +43,From Date should be within the Fiscal Year. Assuming From Date = {0},Dátumtól a pénzügyi éven belül kell legyen. Feltételezve a dátumtól = {0}
DocType: Customer,Individual,Magánszemély
DocType: Interest,Academics User,Akadémiai felhasználó
DocType: Cheque Print Template,Amount In Figure,Összeg kikalkulálva
DocType: Employee Loan Application,Loan Info,Hitel információja
apps/erpnext/erpnext/config/maintenance.py +12,Plan for maintenance visits.,Tervet karbantartási ellenőrzés.
DocType: Supplier Scorecard Period,Supplier Scorecard Period,Szállító eredménymutató-periódusa
DocType: POS Profile,Customer Groups,Vevőcsoportok
apps/erpnext/erpnext/public/js/financial_statements.js +51,Financial Statements,Pénzügyi  kimutatások
DocType: Guardian,Students,Tanulók
apps/erpnext/erpnext/config/selling.py +91,Rules for applying pricing and discount.,Alkalmazási szabályainak árképzés és kedvezmény.
apps/erpnext/erpnext/stock/doctype/price_list/price_list.py +14,Price List must be applicable for Buying or Selling,Árlistát alkalmazni kell vagy beszerzésre vagy eladásra
apps/erpnext/erpnext/selling/doctype/installation_note/installation_note.py +79,Installation date cannot be before delivery date for Item {0},"A telepítés időpontja nem lehet korábbi, mint a szállítási határidő erre a Tételre: {0}"
DocType: Pricing Rule,Discount on Price List Rate (%),Kedvezmény az Árlista ár értékén (%)
DocType: Offer Letter,Select Terms and Conditions,Válasszon Feltételeket
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py +60,Out Value,Értéken kívül
DocType: Production Planning Tool,Sales Orders,Vevői rendelés
DocType: Purchase Taxes and Charges,Valuation,Készletérték
,Purchase Order Trends,Beszerzési megrendelések alakulása
apps/erpnext/erpnext/utilities/user_progress.py +50,Go to Customers,Menjen az ügyfelekhez
apps/erpnext/erpnext/templates/emails/request_for_quotation.html +7,The request for quotation can be accessed by clicking on the following link,Az ajánlatkérés elérhető a következő linkre kattintással
apps/erpnext/erpnext/config/hr.py +81,Allocate leaves for the year.,Felosztja a távolléteket az évre.
DocType: SG Creation Tool Course,SG Creation Tool Course,SG eszköz létrehozó kurzus
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +236,Insufficient Stock,Elégtelen készlet
DocType: Manufacturing Settings,Disable Capacity Planning and Time Tracking,Kapacitás-tervezés és Idő követés letiltása
DocType: Email Digest,New Sales Orders,Új vevői rendelés
DocType: Bank Guarantee,Bank Account,Bankszámla
DocType: Leave Type,Allow Negative Balance,Negatív egyenleg engedélyezése
apps/erpnext/erpnext/projects/doctype/project_type/project_type.py +13,You cannot delete Project Type 'External',A &quot;Külső&quot; projekttípus nem törölhető
DocType: Employee,Create User,Felhasználó létrehozása
DocType: Selling Settings,Default Territory,Alapértelmezett terület
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +53,Television,Televízió
DocType: Production Order Operation,Updated via 'Time Log',Frissítve 'Idő napló' által
apps/erpnext/erpnext/controllers/taxes_and_totals.py +424,Advance amount cannot be greater than {0} {1},"Előleg összege nem lehet nagyobb, mint {0} {1}"
DocType: Naming Series,Series List for this Transaction,Sorozat List ehhez a tranzakcióhoz
DocType: Company,Enable Perpetual Inventory,Engedélyezze a folyamatos készletet
DocType: Company,Default Payroll Payable Account,Alapértelmezett Bér fizetendő számla
apps/erpnext/erpnext/schools/doctype/student_group/student_group.js +51,Update Email Group,Email csoport frissítés
DocType: Sales Invoice,Is Opening Entry,Ez kezdő könyvelési tétel
DocType: Customer Group,Mention if non-standard receivable account applicable,"Megemlít, ha nem szabványos bevételi számla  alkalmazandó"
DocType: Course Schedule,Instructor Name,Oktató neve
DocType: Supplier Scorecard,Criteria Setup,Kritériumok beállítása
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +179,For Warehouse is required before Submit,"Raktár szükséges, mielőtt beküldané"
apps/erpnext/erpnext/accounts/print_format/payment_receipt_voucher/payment_receipt_voucher.html +8,Received On,Ekkor beérkezett
DocType: Sales Partner,Reseller,Viszonteladó
