apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +65,Delay in payment (Days),تاخیر در پرداخت (روز)
apps/erpnext/erpnext/hr/report/vehicle_expenses/vehicle_expenses.py +26,Service Expense,هزینه خدمات
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +870,Serial Number: {0} is already referenced in Sales Invoice: {1},شماره سریال: {0} در حال حاضر در فاکتور فروش اشاره: {1}
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +824,Invoice,فاکتور
DocType: Maintenance Schedule Item,Periodicity,تناوب
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +21,Fiscal Year {0} is required,سال مالی {0} مورد نیاز است
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +21,Defense,دفاع
DocType: Salary Component,Abbr,مخفف
DocType: Appraisal Goal,Score (0-5),امتیاز (0-5)
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +225,Row {0}: {1} {2} does not match with {3},ردیف {0}: {1} {2} با مطابقت ندارد {3}
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +75,Row # {0}:,ردیف # {0}:
DocType: Timesheet,Total Costing Amount,مبلغ کل هزینه یابی
DocType: Delivery Note,Vehicle No,خودرو بدون
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +157,Please select Price List,لطفا لیست قیمت را انتخاب کنید
apps/erpnext/erpnext/accounts/doctype/bank_reconciliation/bank_reconciliation.py +78,Row #{0}: Payment document is required to complete the trasaction,ردیف # {0}: سند پرداخت مورد نیاز است برای تکمیل trasaction
DocType: Production Order Operation,Work In Progress,کار در حال انجام
apps/erpnext/erpnext/schools/report/absent_student_report/absent_student_report.py +13,Please select date,لطفا تاریخ را انتخاب کنید
DocType: Employee,Holiday List,فهرست تعطیلات
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +118,Accountant,حسابدار
DocType: Cost Center,Stock User,سهام کاربر
DocType: Company,Phone No,تلفن
apps/erpnext/erpnext/schools/doctype/course_scheduling_tool/course_scheduling_tool.py +50,Course Schedules created:,برنامه دوره ایجاد:
apps/erpnext/erpnext/subscription/doctype/subscription/subscription.py +175,New {0}: #{1},جدید {0}: # {1}
,Sales Partners Commission,کمیسیون همکاران فروش
apps/erpnext/erpnext/setup/doctype/company/company.py +45,Abbreviation cannot have more than 5 characters,مخفف نمی تواند بیش از 5 کاراکتر باشد
DocType: Payment Request,Payment Request,درخواست پرداخت
DocType: Asset,Value After Depreciation,ارزش پس از استهلاک
DocType: Employee,O+,O +
apps/erpnext/erpnext/stock/doctype/purchase_receipt/purchase_receipt_dashboard.py +18,Related,مربوط
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py +43,Attendance date can not be less than employee's joining date,تاریخ حضور و غیاب نمی تواند کمتر از تاریخ پیوستن کارکنان
DocType: Grading Scale,Grading Scale Name,درجه بندی نام مقیاس
DocType: Subscription,Repeat on Day,تکرار در روز
apps/erpnext/erpnext/accounts/doctype/account/account.js +41,This is a root account and cannot be edited.,این یک حساب ریشه است و نمی تواند ویرایش شود.
DocType: Sales Invoice,Company Address,آدرس شرکت
DocType: BOM,Operations,عملیات
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +38,Cannot set authorization on basis of Discount for {0},آیا می توانم مجوز بر اساس تخفیف برای تنظیم نشده {0}
DocType: Rename Tool,"Attach .csv file with two columns, one for the old name and one for the new name",ضمیمه. CSV فایل با دو ستون، یکی برای نام قدیمی و یکی برای نام جدید
apps/erpnext/erpnext/accounts/utils.py +73,{0} {1} not in any active Fiscal Year.,{0} {1} در هر سال مالی فعال.
DocType: Packed Item,Parent Detail docname,جزئیات docname پدر و مادر
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +69,"Reference: {0}, Item Code: {1} and Customer: {2}",مرجع: {0}، کد مورد: {1} و ضوابط: {2}
apps/erpnext/erpnext/utilities/user_progress.py +100,Kg,کیلوگرم
DocType: Student Log,Log,ورود
apps/erpnext/erpnext/config/hr.py +45,Opening for a Job.,باز کردن برای یک کار.
DocType: Item Attribute,Increment,افزایش
apps/erpnext/erpnext/public/js/stock_analytics.js +61,Select Warehouse...,انتخاب کنید ... انبار
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +6,Advertising,تبلیغات
apps/erpnext/erpnext/accounts/doctype/mode_of_payment/mode_of_payment.py +22,Same Company is entered more than once,همان شرکت است وارد بیش از یک بار
DocType: Employee,Married,متاهل
apps/erpnext/erpnext/accounts/party.py +44,Not permitted for {0},برای مجاز نیست {0}
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +568,Get items from,گرفتن اقلام از
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +455,Stock cannot be updated against Delivery Note {0},سهام می تواند در برابر تحویل توجه نمی شود به روز شده {0}
apps/erpnext/erpnext/templates/pages/home.py +25,Product {0},محصولات {0}
apps/erpnext/erpnext/templates/generators/item_group.html +43,No items listed,بدون موارد ذکر شده
=======
DocType: Quality Inspection Reading,Parameter,پارامتر
apps/erpnext/erpnext/projects/doctype/project/project.py +52,Expected End Date can not be less than Expected Start Date,انتظار می رود تاریخ پایان نمی تواند کمتر از حد انتظار تاریخ شروع
apps/erpnext/erpnext/utilities/transaction_base.py +107,Row #{0}: Rate must be same as {1}: {2} ({3} / {4}) ,ردیف # {0}: نرخ باید به همان صورت {1}: {2} ({3} / {4})
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py +229,New Leave Application,جدید مرخصی استفاده
apps/erpnext/erpnext/schools/doctype/student_attendance/student_attendance.py +20,Attendance Record {0} exists against Student {1} for Course Schedule {2},رکورد حضور {0} در برابر دانشجویی {1} وجود دارد برای برنامه البته {2}
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +142,Bank Draft,حواله بانکی
DocType: Mode of Payment Account,Mode of Payment Account,نحوه حساب پرداخت
apps/erpnext/erpnext/stock/doctype/item/item.js +52,Show Variants,نمایش انواع
DocType: Academic Term,Academic Term,ترم تحصیلی
apps/erpnext/erpnext/projects/doctype/project/project_dashboard.py +13,Material,ماده
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +584,Quantity,مقدار
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +511,Accounts table cannot be blank.,جدول حسابها نمی تواند خالی باشد.
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +151,Loans (Liabilities),وام (بدهی)
DocType: Employee Education,Year of Passing,سال عبور
apps/erpnext/erpnext/maintenance/doctype/maintenance_schedule/maintenance_schedule.py +69,"Reference: %s, Item Code: %s and Customer: %s",مرجع:٪ S، کد:٪ s و ضوابط:٪ s را
apps/erpnext/erpnext/public/js/pos/pos_bill_item.html +12,In Stock,در انبار
DocType: Designation,Designation,تعیین
DocType: Production Plan Item,Production Plan Item,تولید مورد طرح
apps/erpnext/erpnext/hr/doctype/employee/employee.py +142,User {0} is already assigned to Employee {1},کاربر {0} در حال حاضر به کارکنان اختصاص داده {1}
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +31,Health Care,بهداشت و درمان
DocType: Purchase Invoice,Monthly,ماهیانه
apps/erpnext/erpnext/accounts/report/payment_period_based_on_invoice_date/payment_period_based_on_invoice_date.py +65,Delay in payment (Days),تاخیر در پرداخت (روز)
apps/erpnext/erpnext/buying/doctype/purchase_order/purchase_order.js +718,Invoice,فاکتور
DocType: Maintenance Schedule Item,Periodicity,تناوب
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +21,Fiscal Year {0} is required,سال مالی {0} مورد نیاز است
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +21,Defense,دفاع
DocType: Company,Abbr,مخفف
DocType: Appraisal Goal,Score (0-5),امتیاز (0-5)
apps/erpnext/erpnext/accounts/doctype/journal_entry/journal_entry.py +198,Row {0}: {1} {2} does not match with {3},ردیف {0}: {1} {2} با مطابقت ندارد {3}
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py +74,Row # {0}:,ردیف # {0}:
DocType: Delivery Note,Vehicle No,خودرو بدون
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py +127,Please select Price List,لطفا لیست قیمت را انتخاب کنید
DocType: Production Order Operation,Work In Progress,کار در حال انجام
DocType: Employee,Holiday List,فهرست تعطیلات
apps/erpnext/erpnext/public/js/setup_wizard.js +205,Accountant,حسابدار
DocType: Cost Center,Stock User,سهام کاربر
DocType: Company,Phone No,تلفن
apps/erpnext/erpnext/schools/doctype/scheduling_tool/scheduling_tool.py +47,Course Schedules created:,برنامه دوره ایجاد:
apps/erpnext/erpnext/controllers/recurring_document.py +132,New {0}: #{1},جدید {0}: # {1}
,Sales Partners Commission,کمیسیون همکاران فروش
apps/erpnext/erpnext/setup/doctype/company/company.py +38,Abbreviation cannot have more than 5 characters,مخفف نمی تواند بیش از 5 کاراکتر باشد
DocType: Payment Request,Payment Request,درخواست پرداخت
DocType: Asset,Value After Depreciation,ارزش پس از استهلاک
DocType: Employee,O+,O +
apps/erpnext/erpnext/selling/doctype/quotation/quotation_dashboard.py +7,Related,مربوط
apps/erpnext/erpnext/accounts/doctype/account/account.js +26,This is a root account and cannot be edited.,این یک حساب ریشه است و نمی تواند ویرایش شود.
DocType: BOM,Operations,عملیات
apps/erpnext/erpnext/setup/doctype/authorization_rule/authorization_rule.py +38,Cannot set authorization on basis of Discount for {0},آیا می توانم مجوز بر اساس تخفیف برای تنظیم نشده {0}
DocType: Rename Tool,"Attach .csv file with two columns, one for the old name and one for the new name",ضمیمه. CSV فایل با دو ستون، یکی برای نام قدیمی و یکی برای نام جدید
DocType: Packed Item,Parent Detail docname,جزئیات docname پدر و مادر
apps/erpnext/erpnext/public/js/setup_wizard.js +298,Kg,کیلوگرم
apps/erpnext/erpnext/config/hr.py +45,Opening for a Job.,باز کردن برای یک کار.
DocType: Item Attribute,Increment,افزایش
apps/erpnext/erpnext/public/js/stock_analytics.js +62,Select Warehouse...,انتخاب کنید ... انبار
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +6,Advertising,تبلیغات
apps/erpnext/erpnext/accounts/doctype/mode_of_payment/mode_of_payment.py +22,Same Company is entered more than once,همان شرکت است وارد بیش از یک بار
DocType: Employee,Married,متاهل
apps/erpnext/erpnext/accounts/party.py +38,Not permitted for {0},برای مجاز نیست {0}
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js +536,Get items from,گرفتن اقلام از
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +377,Stock cannot be updated against Delivery Note {0},سهام می تواند در برابر تحویل توجه نمی شود به روز شده {0}
apps/erpnext/erpnext/templates/pages/home.py +23,Product {0},محصولات {0}
>>>>>>> ccaba6a395ce8e0526cc059982c83eddcdec9347
DocType: Payment Reconciliation,Reconcile,وفق دادن
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +30,Grocery,خواربار
DocType: Quality Inspection Reading,Reading 1,خواندن 1
DocType: Process Payroll,Make Bank Entry,را بانک ورودی
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +40,Pension Funds,صندوق های بازنشستگی
<<<<<<< HEAD
apps/erpnext/erpnext/accounts/doctype/asset/asset.py +88,Next Depreciation Date cannot be before Purchase Date,بعدی تاریخ استهلاک نمی تواند قبل از تاریخ خرید می باشد
DocType: SMS Center,All Sales Person,تمام ماموران فروش
DocType: Monthly Distribution,**Monthly Distribution** helps you distribute the Budget/Target across months if you have seasonality in your business.,** ماهانه ** شما کمک می کند توزیع بودجه / هدف در سراسر ماه اگر شما فصلی در کسب و کار خود را.
apps/erpnext/erpnext/accounts/page/pos/pos.js +1700,Not items found,نمی وسایل یافت شده
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +181,Salary Structure Missing,گمشده ساختار حقوق و دستمزد
=======
DocType: SMS Center,All Sales Person,تمام ماموران فروش
DocType: Monthly Distribution,**Monthly Distribution** helps you distribute the Budget/Target across months if you have seasonality in your business.,** ماهانه ** شما کمک می کند توزیع بودجه / هدف در سراسر ماه اگر شما فصلی در کسب و کار خود را.
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py +92,Salary Structure Missing,گمشده ساختار حقوق و دستمزد
>>>>>>> ccaba6a395ce8e0526cc059982c83eddcdec9347
DocType: Lead,Person Name,نام شخص
DocType: Sales Invoice Item,Sales Invoice Item,مورد فاکتور فروش
DocType: Account,Credit,اعتبار
DocType: POS Profile,Write Off Cost Center,ارسال فعال مرکز هزینه
<<<<<<< HEAD
apps/erpnext/erpnext/public/js/setup_wizard.js +109,"e.g. ""Primary School"" or ""University""",به عنوان مثال &quot;مدرسه ابتدایی&quot; یا &quot;دانشگاه&quot;
apps/erpnext/erpnext/config/stock.py +32,Stock Reports,گزارش سهام
DocType: Warehouse,Warehouse Detail,جزئیات انبار
apps/erpnext/erpnext/selling/doctype/customer/customer.py +164,Credit limit has been crossed for customer {0} {1}/{2},حد اعتبار شده است برای مشتری عبور {0} {1} / {2}
apps/erpnext/erpnext/schools/doctype/academic_term/academic_term.py +33,The Term End Date cannot be later than the Year End Date of the Academic Year to which the term is linked (Academic Year {}). Please correct the dates and try again.,تاریخ پایان ترم نمی تواند بعد از تاریخ سال پایان سال تحصیلی که مدت مرتبط است باشد (سال تحصیلی {}). لطفا تاریخ های صحیح و دوباره امتحان کنید.
apps/erpnext/erpnext/stock/doctype/item/item.py +467,"""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item",&quot;آیا دارایی ثابت&quot; نمی تواند بدون کنترل، به عنوان رکورد دارایی در برابر مورد موجود است
DocType: Vehicle Service,Brake Oil,روغن ترمز
DocType: Tax Rule,Tax Type,نوع مالیات
apps/erpnext/erpnext/controllers/taxes_and_totals.py +552,Taxable Amount,مبلغ مشمول مالیات
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +160,You are not authorized to add or update entries before {0},شما مجاز به اضافه و یا به روز رسانی مطالب قبل از {0} نیستید
DocType: BOM,Item Image (if not slideshow),مورد تصویر (در صورت اسلاید نمی شود)
apps/erpnext/erpnext/setup/doctype/customer_group/customer_group.py +20,An Customer exists with same name,مشتری با همین نام وجود دارد
DocType: Production Order Operation,(Hour Rate / 60) * Actual Operation Time,(یک ساعت یک نرخ / 60) * * * * واقعی زمان عمل
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js +1040,Row #{0}: Reference Document Type must be one of Expense Claim or Journal Entry,ردیف # {0}: نوع سند مرجع باید یکی از ادعای هزینه یا ورود مجله باشد
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +913,Select BOM,انتخاب BOM
DocType: SMS Log,SMS Log,SMS ورود
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py +27,Cost of Delivered Items,هزینه اقلام تحویل شده
apps/erpnext/erpnext/hr/doctype/holiday_list/holiday_list.py +38,The holiday on {0} is not between From Date and To Date,تعطیلات در {0} است بین از تاریخ و تا به امروز نیست
DocType: Student Log,Student Log,ورود دانشجو
DocType: Quality Inspection,Get Specification Details,دریافت اطلاعات بیشتر مشخصات
apps/erpnext/erpnext/config/buying.py +165,Templates of supplier standings.,قالب بندی مقاطع عرضه کننده.
DocType: Lead,Interested,علاقمند
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.py +171,Opening,افتتاح
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +28,From {0} to {1},از {0} به {1}
DocType: Item,Copy From Item Group,کپی برداری از مورد گروه
DocType: Journal Entry,Opening Entry,ورود افتتاح
apps/erpnext/erpnext/accounts/doctype/cheque_print_template/cheque_print_template.js +25,Account Pay Only,حساب پرداخت تنها
DocType: Employee Loan,Repay Over Number of Periods,بازپرداخت تعداد بیش از دوره های
=======
apps/erpnext/erpnext/public/js/setup_wizard.js +51,"e.g. ""Primary School"" or ""University""",به عنوان مثال &quot;مدرسه ابتدایی&quot; یا &quot;دانشگاه&quot;
apps/erpnext/erpnext/config/stock.py +32,Stock Reports,گزارش سهام
DocType: Warehouse,Warehouse Detail,جزئیات انبار
apps/erpnext/erpnext/selling/doctype/customer/customer.py +156,Credit limit has been crossed for customer {0} {1}/{2},حد اعتبار شده است برای مشتری عبور {0} {1} / {2}
apps/erpnext/erpnext/stock/doctype/item/item.py +469,"""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item",&quot;آیا دارایی ثابت&quot; نمی تواند بدون کنترل، به عنوان رکورد دارایی در برابر مورد موجود است
DocType: Tax Rule,Tax Type,نوع مالیات
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +144,You are not authorized to add or update entries before {0},شما مجاز به اضافه و یا به روز رسانی مطالب قبل از {0} نیستید
DocType: Item,Item Image (if not slideshow),مورد تصویر (در صورت اسلاید نمی شود)
