<<<<<<< HEAD
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +41,Pharmaceuticals,Farmacêuticos
DocType: Purchase Invoice Item,Is Fixed Asset,É um Ativo Imobilizado
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +234,"Available qty is {0}, you need {1}","A qtd disponível é {0}, necessita {1}"
DocType: Expense Claim Detail,Claim Amount,Quantidade do Pedido
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py +51,Duplicate customer group found in the cutomer group table,Foi encontrado um grupo de clientes duplicado na tabela de grupo do cliente
apps/erpnext/erpnext/buying/page/purchase_analytics/purchase_analytics.js +31,Supplier Type / Supplier,Tipo de Fornecedor / Fornecedor
DocType: Naming Series,Prefix,Prefixo
apps/erpnext/erpnext/hr/email_alert/training_scheduled/training_scheduled.html +7,Event Location,Local do evento
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +59,Consumable,Consumíveis
DocType: Employee,B-,B-
DocType: Upload Attendance,Import Log,Importar Registo
DocType: Production Planning Tool,Pull Material Request of type Manufacture based on the above criteria,Retirar as Solicitações de Material do tipo de Fabrico com base nos critérios acima
DocType: Training Result Employee,Grade,Classe
DocType: Sales Invoice Item,Delivered By Supplier,Entregue Pelo Fornecedor
DocType: SMS Center,All Contact,Todos os Contactos
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js +901,Production Order already created for all items with BOM,Ordem de produção já criado para todos os artigos com BOM
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +215,Annual Salary,Salário Anual
DocType: Daily Work Summary,Daily Work Summary,Resumo do Trabalho Diário
DocType: Period Closing Voucher,Closing Fiscal Year,A Encerrar Ano Fiscal
apps/erpnext/erpnext/accounts/party.py +357,{0} {1} is frozen,{0} {1} foi suspenso
apps/erpnext/erpnext/setup/doctype/company/company.py +136,Please select Existing Company for creating Chart of Accounts,"Por favor, seleccione uma Empresa Existente para a criação do Plano de Contas"
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts.py +80,Stock Expenses,Despesas de Stock
apps/erpnext/erpnext/stock/doctype/batch/batch.js +91,Select Target Warehouse,Selecionar depósito de destino
apps/erpnext/erpnext/stock/doctype/batch/batch.js +91,Select Target Warehouse,Selecionar depósito de destino
apps/erpnext/erpnext/hr/doctype/employee/employee.js +80,Please enter Preferred Contact Email,"Por favor, indique contato preferencial Email"
DocType: Program Enrollment,School Bus,Ônibus escolar
DocType: Journal Entry,Contra Entry,Contrapartida
DocType: Journal Entry Account,Credit in Company Currency,Crédito na Moeda da Empresa
DocType: Delivery Note,Installation Status,Estado da Instalação
apps/erpnext/erpnext/schools/doctype/student_attendance_tool/student_attendance_tool.js +135,"Do you want to update attendance?<br>Present: {0}\
					<br>Absent: {1}",Você deseja atualizar atendimento? <br> Presente: {0} \ <br> Ausente: {1}
apps/erpnext/erpnext/controllers/buying_controller.py +323,Accepted + Rejected Qty must be equal to Received quantity for Item {0},A Qtd Aceite + Rejeitada deve ser igual à quantidade Recebida pelo Item {0}
DocType: Request for Quotation,RFQ-,SDC-
DocType: Item,Supply Raw Materials for Purchase,Abastecimento de Matérias-Primas para Compra
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py +148,At least one mode of payment is required for POS invoice.,É necessário pelo menos um modo de pagamento para a fatura POS.
DocType: Products Settings,Show Products as a List,Mostrar os Produtos como Lista
DocType: Upload Attendance,"Download the Template, fill appropriate data and attach the modified file.
All dates and employee combination in the selected period will come in the template, with existing attendance records","Transfira o Modelo, preencha os dados apropriados e anexe o ficheiro modificado.
 Todas as datas e combinação de funcionários no período selecionado aparecerão no modelo, com os registos de assiduidade existentes"
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +482,Item {0} is not active or end of life has been reached,O Item {0} não está ativo ou expirou
apps/erpnext/erpnext/utilities/user_progress.py +144,Example: Basic Mathematics,Exemplo: Fundamentos de Matemática
apps/erpnext/erpnext/controllers/accounts_controller.py +657,"To include tax in row {0} in Item rate, taxes in rows {1} must also be included","Para incluir impostos na linha {0} na taxa de Item, os impostos nas linhas {1} também deverão ser incluídos"
apps/erpnext/erpnext/config/hr.py +214,Settings for HR Module,Definições para o Módulo RH
DocType: SMS Center,SMS Center,Centro de SMS
DocType: Sales Invoice,Change Amount,Alterar Montante
DocType: BOM Update Tool,New BOM,Nova LDM
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py +117,Please enter Delivery Date,Digite Data de Entrega
DocType: Depreciation Schedule,Make Depreciation Entry,Efetuar Registo de Depreciação
DocType: Appraisal Template Goal,KRA,ACR
DocType: Lead,Request Type,Tipo de Solicitação
apps/erpnext/erpnext/hr/doctype/offer_letter/offer_letter.js +17,Make Employee,Tornar Funcionário
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +14,Broadcasting,Transmissão
apps/erpnext/erpnext/patches/v8_9/add_setup_progress_actions.py +26,Add Rooms,Adicionar quartos
apps/erpnext/erpnext/setup/setup_wizard/install_fixtures.py +182,Execution,Execução
apps/erpnext/erpnext/config/manufacturing.py +62,Details of the operations carried out.,Os dados das operações realizadas.
DocType: Serial No,Maintenance Status,Estado de Manutenção
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py +56,{0} {1}: Supplier is required against Payable account {2},{0} {1}: É necessário colocar o fornecedor na Conta a pagar {2}
apps/erpnext/erpnext/config/selling.py +52,Items and Pricing,Itens e Preços
apps/erpnext/erpnext/projects/doctype/project/project_dashboard.html +2,Total hours: {0},Horas totais: {0}
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py +43,From Date should be within the Fiscal Year. Assuming From Date = {0},A Data De deve estar dentro do Ano Fiscal. Assumindo que a Data De = {0}
DocType: Customer,Individual,Individual
DocType: Interest,Academics User,Utilizador Académico
DocType: Cheque Print Template,Amount In Figure,Montante em Números
DocType: Employee Loan Application,Loan Info,Informações empréstimo
apps/erpnext/erpnext/config/maintenance.py +12,Plan for maintenance visits.,Plano de visitas de manutenção.
DocType: Supplier Scorecard Period,Supplier Scorecard Period,Período do Scorecard do Fornecedor
DocType: POS Profile,Customer Groups,Grupos de Clientes
apps/erpnext/erpnext/public/js/financial_statements.js +51,Financial Statements,Declarações financeiras
DocType: Guardian,Students,Estudantes
apps/erpnext/erpnext/config/selling.py +91,Rules for applying pricing and discount.,As regras para aplicação de preços e descontos.
apps/erpnext/erpnext/stock/doctype/price_list/price_list.py +14,Price List must be applicable for Buying or Selling,A Lista de Preços deve ser aplicável a Comprar ou Vender
apps/erpnext/erpnext/selling/doctype/installation_note/installation_note.py +79,Installation date cannot be before delivery date for Item {0},A data de instalação não pode ser anterior à data de entrega do Item {0}
DocType: Pricing Rule,Discount on Price List Rate (%),Desconto na Taxa de Lista de Preços (%)
DocType: Offer Letter,Select Terms and Conditions,Selecione os Termos e Condições
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py +60,Out Value,Valor de Saída
DocType: Production Planning Tool,Sales Orders,Ordens de Vendas
DocType: Purchase Taxes and Charges,Valuation,Avaliação
,Purchase Order Trends,Tendências de Ordens de Compra
apps/erpnext/erpnext/utilities/user_progress.py +50,Go to Customers,Ir para Clientes
apps/erpnext/erpnext/templates/emails/request_for_quotation.html +7,The request for quotation can be accessed by clicking on the following link,Pode aceder à solicitação de cotação ao clicar no link a seguir
apps/erpnext/erpnext/config/hr.py +81,Allocate leaves for the year.,Atribuir licenças do ano.
DocType: SG Creation Tool Course,SG Creation Tool Course,Curso de Ferramenta de Criação SG
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py +236,Insufficient Stock,Stock Insuficiente
DocType: Manufacturing Settings,Disable Capacity Planning and Time Tracking,Desativar a Capacidade de Planeamento e o Controlo do Tempo
DocType: Email Digest,New Sales Orders,Novas Ordens de Venda
DocType: Bank Guarantee,Bank Account,Conta Bancária
DocType: Leave Type,Allow Negative Balance,Permitir Saldo Negativo
apps/erpnext/erpnext/projects/doctype/project_type/project_type.py +13,You cannot delete Project Type 'External',Você não pode excluir o Tipo de Projeto &#39;Externo&#39;
DocType: Employee,Create User,Criar utilizador
DocType: Selling Settings,Default Territory,Território Padrão
apps/erpnext/erpnext/setup/setup_wizard/industry_type.py +53,Television,Televisão
DocType: Production Order Operation,Updated via 'Time Log',"Atualizado através de ""Registo de Tempo"""
apps/erpnext/erpnext/controllers/taxes_and_totals.py +424,Advance amount cannot be greater than {0} {1},O montante do adiantamento não pode ser maior do que {0} {1}
DocType: Naming Series,Series List for this Transaction,Lista de Séries para esta Transação
DocType: Company,Enable Perpetual Inventory,Habilitar inventário perpétuo
DocType: Company,Default Payroll Payable Account,Folha de pagamento padrão Contas a Pagar
apps/erpnext/erpnext/schools/doctype/student_group/student_group.js +51,Update Email Group,Atualização Email Grupo
DocType: Sales Invoice,Is Opening Entry,É Registo de Entrada
DocType: Customer Group,Mention if non-standard receivable account applicable,Mencione se é uma conta a receber não padrão
DocType: Course Schedule,Instructor Name,Nome do Instrutor
DocType: Supplier Scorecard,Criteria Setup,Configuração de critérios
apps/erpnext/erpnext/manufacturing/doctype/production_order/production_order.py +179,For Warehouse is required before Submit,É necessário colocar Para o Armazém antes de Enviar
apps/erpnext/erpnext/accounts/print_format/payment_receipt_voucher/payment_receipt_voucher.html +8,Received On,Recebido Em
DocType: Sales Partner,Reseller,Revendedor
DocType: Production Planning Tool,"If checked, Will include non-stock items in the Material Requests.","Se for selecionado, Incluirá itens não armazenáveis nos Pedidos de Material."
apps/erpnext/erpnext/manufacturing/doctype/production_planning_tool/production_planning_tool.py +24,Please enter Company,"Por favor, insira a Empresa"
DocType: Delivery Note Item,Against Sales Invoice Item,Na Nota Fiscal de Venda do Item
,Production Orders in Progress,Pedidos de Produção em Progresso
apps/erpnext/erpnext/accounts/report/cash_flow/cash_flow.py +39,Net Cash from Financing,Caixa Líquido de Financiamento
apps/erpnext/erpnext/accounts/page/pos/pos.js +2279,"LocalStorage is full , did not save","O Armazenamento Local está cheio, não foi guardado"
DocType: Lead,Address & Contact,Endereço e Contacto
DocType: Leave Allocation,Add unused leaves from previous allocations,Adicionar licenças não utilizadas através de atribuições anteriores
DocType: Sales Partner,Partner website,Website parceiro
apps/erpnext/erpnext/stock/dashboard/item_dashboard.js +105,Add Item,Adicionar Item
apps/erpnext/erpnext/utilities/user_progress.py +46,Contact Name,Nome de Contacto
